node,adap_betweenness,adap_degree,betweenness,degree,random,seamless_mavg
121,0.6447407407407408,0.7321481481481482,0.9037037037037038,0.9111111111111111,0.4368148148148148,0.7258777777777776
122,0.6576296296296297,0.7274814814814815,0.9111111111111111,0.9185185185185185,0.5090370370370371,0.7281037037037038
123,0.6531851851851853,0.7405925925925927,0.9185185185185185,0.9259259259259259,0.5095555555555557,0.7226037037037036
124,0.27385185185185185,0.2960740740740741,0.6370370370370371,0.3925925925925926,0.5178518518518519,0.3254851851851851
125,0.6225925925925926,0.7237777777777777,0.9259259259259259,0.9333333333333333,0.45037037037037037,0.7303444444444446
126,0.6868148148148149,0.7716296296296297,0.9333333333333333,0.9407407407407408,0.4953333333333334,0.7253629629629629
127,0.6446666666666667,0.7374814814814815,0.9407407407407408,0.9481481481481482,0.503925925925926,0.7096592592592593
128,0.6774814814814815,0.743037037037037,0.9481481481481482,0.9555555555555556,0.48548148148148157,0.7222296296296297
129,0.6587407407407408,0.715037037037037,0.9555555555555556,0.962962962962963,0.5321481481481481,0.7265185185185186
130,0.6442962962962964,0.6539259259259259,0.962962962962963,0.7111111111111111,0.528,0.6506518518518519
131,0.6697037037037037,0.5627407407407408,0.9703703703703704,0.9703703703703704,0.5163703703703704,0.5744111111111112
132,0.6354814814814815,0.7465925925925927,0.9777777777777779,0.9777777777777779,0.5173333333333334,0.7022592592592594
133,0.676,0.7639259259259259,0.9851851851851853,0.9851851851851853,0.4388148148148148,0.6987481481481483
134,0.6622962962962963,0.7594814814814815,0.9925925925925926,0.9925925925925926,0.4958518518518519,0.728311111111111
135,0.6225925925925926,0.7342962962962963,1.0,1.0,0.4985185185185185,0.7234999999999999
