node,adap_degree,betweenness,degree,random,seamless_mavg
145,0.639642802567237,0.3146546454767726,0.07307457212713936,0.4911254584352078,0.5380599556845965
146,0.6586580837408312,0.7303560513447432,0.7408389364303177,0.5254940403422983,0.6489641732885084
147,0.3634911369193154,0.3969132029339853,0.342825488997555,0.54982793398533,0.39790503896699264
148,0.5898040189486552,0.48143337408312953,0.342833129584352,0.5288911216381418,0.5107180203239607
149,0.6722927872860635,0.3428866136919315,0.3428407701711491,0.5456102536674816,0.6516957174511001
150,0.3698595660146699,0.5805165036674816,0.3428484107579462,0.5146256876528117,0.3884461797066014
151,0.6659748624694375,0.7303636919315403,0.7408465770171149,0.4670496638141809,0.6583524717298289
152,0.7429589700488997,0.7076787897310512,0.34285605134474323,0.5479046454767725,0.7131555279645475
153,0.48166205684596575,0.3003973105134474,0.3428636919315403,0.5009288661369193,0.5187246026894866
154,0.6073141045232273,0.34289425427872855,0.3428713325183374,0.5427482426650366,0.5805467412897309
155,0.5207644407090464,0.20502750611246942,0.34287897310513443,0.47167030867970655,0.5390352078239609
156,0.5361189639364302,0.22264669926650366,0.3428866136919315,0.5119312347188263,0.5287255997860635
157,0.2703622402200489,0.24091534229828848,0.07308221271393642,0.44139532396088016,0.27790319376528116
158,0.5968641503667481,0.7303713325183373,0.7408542176039119,0.48706654951100237,0.6419183756112468
159,0.41695400366748164,0.33678178484107574,0.07308985330073349,0.5161689333740831,0.37976610635696817
160,0.7399031937652811,0.7303789731051344,0.7408618581907089,0.4875994040342298,0.705840262072127
161,0.5321123166259168,0.6783465770171149,0.34289425427872855,0.4737657396088019,0.6038705111552566
162,0.7439826558679705,0.3324266503667481,0.34290189486552564,0.44977200488997554,0.6977491824572127
163,0.16782716992665037,0.4611399755501222,0.07309749388753056,0.495122172982885,0.1891854064792176
164,0.12224274144254277,0.39015892420537895,0.07310513447432762,0.47499786063569677,0.15267903422982884
165,0.6438031784841076,0.7303866136919315,0.7408694987775061,0.539343826405868,0.6720969361246942
166,0.7339182457212713,0.7303942542787285,0.7408771393643031,0.5113883710268948,0.7285640625
167,0.7387105745721271,0.7304018948655256,0.7408847799511001,0.5406777964547677,0.7202894368887529
168,0.019843138753056235,0.01887988997555012,0.018077628361858188,0.516947738386308,0.044934279492665034
169,0.7328717909535452,0.7304095354523227,0.7408924205378973,0.5079247402200489,0.7118982541259168
170,0.19656181234718823,0.09261919315403422,0.0731127750611247,0.5209676039119804,0.20708420690709045
171,0.7157746026894864,0.3797753667481662,0.3429095354523227,0.49683694987775057,0.7166510352995109
172,0.6720974174816625,0.7304171760391197,0.7409000611246943,0.513385314792176,0.7032127139364303
173,0.03769972493887531,0.18602536674816625,0.026497555012224935,0.5358788202933985,0.056481387530562345
174,0.03707541259168704,0.13979217603911978,0.026505195599022,0.5061724480440097,0.06568152888141808
175,0.5657233343520781,0.7304248166259169,0.7409077017114913,0.4939747096577017,0.5912174778422983
176,0.5723251833740831,0.5805241442542787,0.34291717603911975,0.49687362469437646,0.5400096959046456
177,0.12455799205378972,0.3841992665036674,0.07312041564792175,0.5621888753056234,0.16132447661980437
178,0.7355291106356968,0.42834657701711487,0.34292481662591684,0.4890381265281173,0.7217699457518336
179,0.7003124999999999,0.3853835574572127,0.3429324572127139,0.5468980745721271,0.6708721386002443
180,0.00668520782396088,0.02702475550122249,0.005883251833740831,0.4921590006112469,0.021479511766503662
181,0.5734585116136919,0.5728835574572126,0.34294009779951096,0.5021136155256724,0.5625959657701711
182,0.5655630348410757,0.7304324572127139,0.7409153422982885,0.5818241136919314,0.583588172371638
183,0.7762129431540341,0.7304400977995109,0.7409229828850855,0.5060433985330073,0.717422161522005
184,0.028885161980440093,0.1167940097799511,0.02651283618581907,0.46922600855745716,0.058423330531784834
185,0.7273242665036674,0.730447738386308,0.7409306234718825,0.5040312499999999,0.7187679974022004
186,0.13237064486552563,0.3887912591687041,0.04106051344743276,0.4506834504889975,0.11845897004889978
187,0.4283350397310513,0.12238691931540341,0.07312805623471882,0.4573949419315403,0.3726448044009779
188,0.2678581143031784,0.4611476161369193,0.07313569682151588,0.4639187041564792,0.27628730898533005
189,0.7475867970660146,0.7304553789731051,0.7409382640586797,0.5140750305623472,0.7061619498777505
