node,original_id,lat,lon,degree,betweenness,community_id,adap_degree_frac,betweenness_frac,random_frac,seamless_mavg,adap_betweenness_frac,regression_residual
137,137,30.5712,-81.8393541,2,0.0001465827067343,75,0.4317610220440881,0.1879870852816744,0.4776064629258517,0.4337681056557559,0.3180494321977288,-0.11116337539063198
138,138,40.4914503,-74.3956693,4,4.1773152881811534e-05,9,0.0929730293921175,0.4337146515252728,0.5261621854820754,0.1105018509240703,0.1959146069917613,-0.22615388062627492
139,139,35.3345471,-80.985701,5,0.0001731266986248,8,0.0370589790692496,0.1620741482965932,0.4781982019594745,0.066957609663772,0.1289494266310398,-0.16570553090698914
140,140,41.3092355,-74.2598057,3,0.000611002488169,31,0.7374139946559787,0.0513527054108216,0.4793577432643064,0.6799136258628368,0.5236701180138054,0.2376913195256979
141,141,44.9544673,-74.8937151,2,2.7833832022823745e-05,24,0.5846413660654642,0.5143481407258963,0.5347877699844132,0.5814685760409708,0.6784594188376754,0.03694479929499883
142,142,37.7470413,-99.9842872,3,0.0001829043264816,11,0.3218893342240035,0.1547957025161434,0.4651554497884658,0.2999017688154086,0.251438710754843,-0.14107824699378946
143,143,37.1870822,-97.0770182,3,2.8106009254869103e-05,35,0.3820863950122467,0.4835921843687375,0.495312291249165,0.3570985025606769,0.3878572422623024,-0.08352553779523891
144,144,38.2825587,-85.4255728,3,5.0982849265013926e-05,43,0.1912984301937207,0.4121019817412603,0.4766542807837898,0.2119943080605655,0.3038063627254509,-0.228643003203767
145,145,33.642768,-85.913024,3,5.5667276679154e-05,52,0.2065148352260075,0.3673040525495435,0.4665101035404142,0.2179447436539746,0.3596348252059674,-0.22261806373668502
146,146,33.6520349,-85.8588007,7,0.001095787007071,52,0.0171929971053217,0.0316327098641727,0.5229435259407704,0.0394960615675796,0.0684247661990647,0.012096745843867471
147,147,33.169616,-86.257847,3,8.345404367301939e-05,52,0.3833748051658873,0.3050128033845469,0.5244188376753507,0.3848545911266979,0.357773324426631,-0.05578977439071875
148,148,41.0023275,-76.5069261,5,0.0002845031085628,9,0.5727729069249611,0.1024688265419728,0.5789878367846805,0.3865318275439769,0.0964530449788465,0.153217746811612
149,149,38.7708477,-93.6547078,3,0.0002637351770217,2,0.7031479625918504,0.1106101091071031,0.5320745657982632,0.6652375514918727,0.3512323257626364,0.2240278469985929
150,150,40.0017147,-76.0713518,3,2.794225014252854e-05,42,0.29583319416611,0.4889640391894901,0.4994424961033178,0.2836659847472723,0.3359883656201291,-0.15706141631395026
151,151,30.3789471,-86.3592005,3,3.748176657019383e-05,26,0.2574387664217323,0.4490508795368515,0.4688212536183478,0.2846957108661768,0.2212108940102427,-0.15599019374802942
152,152,42.60126,-73.898214,3,5.566812980774083e-05,31,0.2912303774215097,0.3662046314851926,0.5657833723001559,0.3129509505121354,0.1757150411934981,-0.1276413702278396
153,153,36.4320513,-94.7905187,4,0.0003442264526902,37,0.1322844299710532,0.0853651747940325,0.4911396403918949,0.1813225826653307,0.1347380872856824,-0.156187203659662
154,154,31.0871379,-85.1968478,4,0.0012271029019183,26,0.3496993987975952,0.0290024493431307,0.5500663827655311,0.3798336534179469,0.2821618236472946,0.03971013887240693
155,155,41.6787893,-87.4172746,4,2.783815761533432e-05,39,0.0598567969271877,0.5065686929414385,0.5078697673124025,0.0919063195836116,0.2698928412380316,-0.24468575399811165
156,156,42.3122536,-84.0298284,2,6.251396523203312e-05,25,0.7073124025829437,0.3456496325985304,0.4832654197283456,0.6800185440325096,0.4391292306835894,0.13551740069371987
157,157,37.0172425,-76.4247593,3,0.0001684060766094,28,0.6272361389445558,0.1648157425963037,0.4836232186595414,0.5740589651525274,0.1768989367624137,0.13317962945460754
158,158,38.5870244,-95.2534515,3,4.6821650094706573e-05,35,0.1516926909374304,0.4207581830327321,0.4779925128033845,0.1677224448897795,0.2019873079492318,-0.27295652854303193
159,159,36.3582516,-86.5441847,3,6.960631505141872e-05,46,0.5615475395234915,0.330522155421955,0.4998793420173681,0.5474947742707637,0.6219327543976843,0.10687870703362634
160,160,40.4599409,-92.1831011,2,5.566688931266052e-05,2,0.5205554163883322,0.3864952126475173,0.449500250501002,0.554947304330884,0.5917555945223781,0.010294212077334497
161,161,42.4431279,-73.2057548,6,0.0004317023625472,53,0.0250744544644845,0.0695557782231129,0.4967554553551548,0.0487376767423736,0.1406881819193943,-0.0810364158486392
